no;gender;party;educ;health_ins7;jobs_guar7;gov_services7;FS_poor3;FS_childcare3;FS_crime3;FS_publicschools3;FS_welfare3;FS_envir3;FS_socsec3
874;1;Democrat;1;6;1;NA;3;1;1;1;2;2;1
875;2;Democrat;2;3;1;7;1;1;1;1;3;1;1
876;1;independent;1;NA;NA;NA;3;1;1;3;1;1;1
877;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
878;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
879;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
880;1;Democrat;2;NA;NA;NA;1;1;1;1;3;1;1
881;2;Democrat;1;1;1;7;1;1;3;1;1;1;1
882;1;Democrat;2;NA;NA;NA;1;1;1;1;2;1;2
883;2;Democrat;2;NA;NA;NA;1;1;3;1;3;1;1
884;2;Democrat;2;NA;NA;NA;1;2;1;1;1;1;1
885;1;Democrat;1;1;1;7;1;2;1;1;3;2;1
886;1;Democrat;1;1;1;5;1;1;1;1;3;1;1
887;2;independent;2;NA;NA;NA;1;1;1;1;3;1;2
888;2;Democrat;2;NA;NA;NA;1;1;1;1;3;1;1
889;1;Democrat;1;NA;NA;NA;1;1;1;1;3;1;1
890;2;independent;1;3;1;3;1;1;1;1;2;2;1
891;2;independent;2;NA;5;5;1;1;2;1;2;2;1
892;1;Democrat;1;NA;1;NA;1;1;3;1;3;1;1
893;2;independent;1;NA;NA;NA;2;1;1;1;1;1;2
894;2;Democrat;1;2;NA;6;1;2;3;1;2;1;1
895;1;independent;1;NA;NA;NA;2;1;1;2;1;2;1
896;1;Democrat;2;3;7;4;2;2;1;1;2;1;1
897;2;independent;1;3;2;NA;1;1;2;1;1;1;1
898;2;Democrat;1;3;2;4;1;1;1;1;3;1;1
899;2;Democrat;1;NA;2;NA;1;1;1;1;2;1;1
900;1;independent;1;4;6;3;2;2;1;1;1;1;1
901;2;Democrat;1;1;NA;5;1;1;1;2;2;1;2
902;2;independent;1;5;4;4;3;2;1;1;3;NA;1
903;2;Democrat;2;7;6;7;1;1;1;1;1;1;1
904;1;Democrat;1;NA;NA;NA;1;2;1;1;3;1;1
905;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
906;1;independent;1;NA;4;6;1;1;1;1;1;1;1
907;2;independent;1;NA;4;NA;1;NA;2;1;1;1;1
908;1;Democrat;1;NA;NA;NA;1;2;1;2;1;1;1
909;1;independent;1;4;NA;NA;1;2;1;2;2;1;1
910;1;independent;1;1;1;7;1;1;1;1;1;1;1
911;2;Democrat;1;1;1;NA;1;2;1;1;2;1;1
912;1;independent;2;NA;NA;NA;2;1;1;1;3;1;1
913;2;Democrat;2;NA;NA;NA;1;3;1;1;3;1;1
914;2;Republican;2;NA;NA;NA;1;2;1;2;2;2;2
915;2;Democrat;1;1;4;NA;1;1;1;1;3;1;1
916;1;Republican;2;NA;NA;NA;2;2;2;3;3;3;2
917;2;Democrat;1;3;5;3;2;2;1;1;3;2;1
918;1;independent;1;NA;NA;NA;2;3;1;1;1;1;3
919;1;independent;1;NA;NA;NA;3;2;1;1;3;1;NA
920;2;Democrat;1;7;1;7;1;1;2;3;1;1;1
921;2;independent;2;1;1;7;1;1;1;1;1;1;1
922;2;Democrat;1;3;4;5;2;1;1;1;1;1;1
923;2;independent;2;4;4;4;3;2;1;1;3;1;1
924;2;Democrat;1;NA;NA;NA;1;2;1;2;2;1;1
925;2;independent;1;3;5;NA;NA;1;1;1;2;1;1
926;1;Republican;2;NA;NA;NA;1;1;1;1;2;2;1
927;1;Republican;2;NA;NA;NA;1;3;1;2;2;3;2
928;1;independent;1;1;7;7;1;1;1;1;1;1;1
929;2;independent;1;NA;NA;NA;1;1;1;3;3;1;1
930;1;Republican;2;7;7;2;2;1;1;1;3;2;1
931;1;Republican;2;NA;NA;NA;1;1;1;1;3;1;1
932;1;Democrat;2;NA;NA;NA;2;1;1;2;2;2;2
933;2;Democrat;1;1;7;NA;1;2;1;2;2;2;1
934;2;Republican;1;1;5;2;1;3;1;2;3;1;1
935;1;Republican;1;NA;NA;NA;3;3;3;1;3;1;1
936;1;Democrat;1;3;4;5;1;1;1;2;3;NA;1
937;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
938;1;independent;2;NA;NA;NA;3;2;1;1;3;2;2
939;1;independent;1;5;4;4;2;3;2;2;2;2;1
940;2;Democrat;2;7;1;5;1;1;1;1;1;1;1
941;2;independent;2;NA;NA;NA;1;1;1;1;2;1;1
942;2;Democrat;2;2;2;7;1;1;1;1;1;1;1
943;1;independent;2;NA;NA;NA;2;1;1;2;1;1;1
944;2;independent;1;NA;NA;NA;2;2;1;2;2;2;1
945;1;independent;1;NA;NA;NA;1;1;1;1;1;2;2
946;1;Democrat;2;2;5;4;3;1;2;1;3;2;1
947;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
948;2;Republican;2;NA;NA;NA;2;1;2;1;3;2;1
949;2;independent;2;NA;NA;NA;2;2;2;3;3;1;1
950;1;Republican;2;1;7;1;1;1;2;1;3;1;1
951;2;Republican;2;NA;NA;NA;3;2;1;1;3;1;2
952;1;Democrat;2;2;NA;7;2;3;2;3;3;2;2
953;2;independent;2;NA;NA;NA;2;2;2;1;2;1;2
954;2;independent;2;5;4;4;1;1;1;1;1;2;1
955;2;Democrat;2;NA;NA;NA;1;1;2;1;1;1;1
956;2;Democrat;2;NA;NA;NA;2;2;2;1;3;1;1
957;2;Democrat;2;NA;NA;NA;1;2;2;2;2;1;1
958;1;Republican;2;6;6;4;2;3;1;2;2;2;1
959;1;independent;2;NA;NA;NA;1;3;3;3;3;1;1
960;2;independent;2;NA;NA;NA;2;2;2;2;2;1;2
961;1;independent;2;NA;NA;NA;1;1;2;1;1;1;2
962;2;Democrat;2;5;2;5;1;1;1;1;2;1;2
963;1;Republican;2;6;6;1;3;1;1;2;3;3;3
964;1;Republican;2;6;5;2;1;2;2;2;2;1;2
965;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
966;2;Republican;1;2;1;NA;2;1;1;1;2;2;1
967;2;Republican;2;NA;NA;NA;2;2;1;2;3;2;2
968;2;independent;2;NA;NA;NA;1;NA;NA;1;2;1;1
969;2;independent;1;4;NA;4;2;2;1;1;3;2;2
970;2;independent;1;NA;NA;NA;3;2;2;1;3;3;2
971;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
972;2;Democrat;1;3;3;4;1;1;1;1;1;3;1
973;1;Democrat;1;7;7;7;1;1;1;1;3;2;1
974;1;Republican;2;4;6;3;1;1;1;1;3;1;2
975;1;Democrat;1;NA;NA;NA;2;1;1;1;2;1;1
976;2;independent;1;NA;NA;NA;1;1;1;1;1;2;1
977;2;Democrat;2;1;1;7;1;1;1;1;1;1;1
978;2;independent;1;1;1;5;1;1;1;1;2;1;1
979;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
980;2;independent;1;5;1;5;1;1;1;1;1;1;1
981;1;Democrat;2;5;3;4;1;1;2;1;2;2;2
982;2;Democrat;2;1;1;7;1;1;1;1;2;1;1
983;2;independent;1;NA;NA;4;1;1;1;2;2;2;2
984;2;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
985;1;Democrat;1;1;1;7;1;1;1;1;1;1;1
986;2;independent;2;5;NA;4;2;2;1;1;NA;2;2
987;2;independent;2;1;1;7;1;1;1;1;1;1;1
988;1;Democrat;1;NA;NA;NA;3;2;1;1;2;3;1
989;1;Democrat;1;NA;NA;NA;1;1;1;2;1;1;1
990;1;Democrat;1;1;1;NA;2;2;1;1;3;2;1
991;2;Democrat;2;2;3;6;2;1;1;1;2;1;2
992;2;Democrat;1;NA;NA;NA;1;NA;1;1;NA;2;1
993;2;Democrat;2;1;1;NA;1;1;1;1;2;1;1
994;2;Democrat;2;1;1;7;1;1;1;1;2;2;1
995;1;Democrat;1;7;7;1;1;1;2;1;2;2;1
996;2;Democrat;2;NA;NA;NA;1;1;1;1;1;2;1
997;2;Democrat;2;NA;NA;NA;1;1;2;1;1;1;1
998;1;Democrat;1;NA;NA;NA;1;2;1;1;2;1;1
999;2;independent;2;2;2;6;1;1;2;1;2;2;2
1000;2;Democrat;2;4;NA;4;2;1;1;1;2;1;1
1001;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1002;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1003;2;Democrat;1;NA;NA;NA;1;2;1;1;2;1;1
1004;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1005;2;Democrat;1;NA;NA;NA;2;2;2;2;2;2;2
1006;2;independent;1;NA;NA;NA;3;1;1;1;1;2;1
1007;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1008;1;Democrat;1;6;7;5;1;1;1;1;3;1;1
1009;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1010;2;Democrat;1;4;NA;NA;1;1;1;1;3;2;1
1011;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1012;1;independent;1;NA;NA;NA;1;1;1;1;3;1;1
1013;1;Democrat;1;NA;NA;NA;1;2;1;1;1;1;1
1014;2;Democrat;2;1;3;6;2;1;1;1;2;2;1
1015;1;Democrat;1;3;2;4;1;1;1;1;1;1;1
1016;2;Democrat;1;1;NA;6;1;1;1;1;2;2;1
1017;2;Democrat;2;NA;NA;NA;1;1;1;1;2;2;1
1018;2;independent;2;NA;NA;NA;2;1;1;1;3;1;2
1019;1;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1020;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1021;2;independent;2;5;5;4;1;1;1;1;3;2;1
1022;2;independent;1;NA;NA;NA;1;1;3;1;1;1;2
1023;1;Democrat;1;NA;NA;NA;1;1;1;1;1;2;1
1024;2;independent;2;NA;NA;NA;1;3;1;1;3;1;1
1025;2;Democrat;1;3;3;4;1;1;1;1;1;1;1
1026;1;independent;1;4;2;NA;1;1;1;1;1;1;1
1027;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1028;2;Democrat;1;NA;2;NA;1;1;1;1;2;1;1
1029;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1030;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1031;1;Democrat;1;2;3;6;NA;NA;1;1;NA;2;1
1032;2;independent;2;NA;NA;NA;1;1;2;1;2;1;1
1033;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1034;2;Democrat;1;NA;NA;NA;NA;1;1;1;2;1;1
1035;1;Democrat;2;NA;NA;NA;1;1;1;1;1;2;1
1036;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1037;1;Democrat;2;NA;NA;NA;1;1;1;1;NA;1;1
1038;1;Democrat;2;NA;NA;NA;2;1;1;1;3;1;1
1039;2;Democrat;1;NA;6;7;1;1;1;1;1;1;1
1040;2;Democrat;2;NA;NA;NA;2;1;2;2;2;2;2
1041;2;Democrat;2;1;5;6;1;1;1;1;2;1;1
1042;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1043;1;Democrat;1;2;4;6;1;1;1;1;2;1;1
1044;2;Democrat;2;NA;NA;NA;1;2;2;1;2;2;2
1045;1;Democrat;2;NA;NA;NA;1;1;3;1;1;1;1
1046;2;Democrat;2;1;3;3;1;NA;2;NA;2;2;1
1047;2;independent;1;NA;NA;NA;2;2;2;2;2;2;1
1048;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1049;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;2
1050;1;independent;2;NA;NA;NA;2;2;2;2;1;1;2
1051;2;Democrat;1;3;4;7;1;1;1;1;2;1;1
1052;1;independent;1;NA;NA;NA;1;1;1;1;1;2;1
1053;1;Republican;2;NA;NA;NA;1;1;1;1;3;1;2
1054;2;independent;2;7;1;7;1;1;1;1;1;1;1
1055;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1056;2;Democrat;1;2;6;4;1;1;1;1;3;1;1
1057;2;Democrat;1;7;5;NA;1;1;1;1;3;1;2
1058;2;Democrat;1;NA;NA;NA;1;1;1;1;2;2;1
1059;1;independent;1;NA;NA;NA;2;2;1;1;3;1;1
1060;1;Democrat;1;NA;NA;NA;1;2;2;2;2;1;1
1061;1;independent;1;5;5;5;1;2;1;1;1;1;1
1062;2;Democrat;1;NA;NA;NA;1;3;1;1;2;2;2
1063;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1064;2;independent;1;NA;NA;NA;1;2;1;1;3;2;1
1065;1;Democrat;2;4;2;6;1;1;1;1;2;1;3
1066;2;independent;1;7;NA;5;2;2;1;1;3;2;1
1067;1;independent;1;5;4;2;2;1;1;1;2;1;1
1068;1;Democrat;1;1;1;7;1;2;1;1;1;2;1
1069;2;Democrat;1;NA;NA;NA;1;2;2;1;2;1;1
1070;1;independent;2;3;7;2;3;3;1;3;3;3;3
1071;2;independent;2;4;5;3;3;1;1;1;3;1;1
1072;2;independent;2;3;5;5;2;2;2;2;2;2;2
1073;1;Democrat;2;1;6;6;2;1;2;1;2;1;2
1074;2;Democrat;2;1;1;7;1;1;1;1;2;1;2
1075;1;Democrat;2;NA;NA;NA;2;1;1;1;2;2;1
1076;1;independent;2;3;2;5;1;1;1;1;2;2;2
1077;1;independent;2;NA;2;6;1;1;2;1;2;1;1
1078;2;Democrat;2;NA;NA;NA;1;1;2;1;1;1;1
1079;2;independent;2;1;4;7;1;1;NA;1;NA;1;1
1080;2;Democrat;2;NA;NA;NA;2;1;1;3;3;1;1
1081;1;independent;1;1;7;4;3;3;1;1;3;2;1
1082;1;independent;2;NA;NA;NA;1;1;1;1;2;2;1
1083;2;independent;2;NA;NA;NA;1;1;2;1;2;1;2
1084;1;independent;2;NA;NA;NA;2;3;1;3;3;2;3
1085;2;independent;2;3;6;3;2;2;2;2;3;2;1
1086;2;independent;1;2;5;4;2;1;2;1;3;1;2
1087;2;Democrat;2;7;3;7;1;1;1;1;3;2;2
1088;2;independent;2;4;2;5;2;2;2;1;3;1;1
1089;2;Republican;2;6;5;2;2;2;2;2;2;2;1
1090;1;Republican;1;NA;NA;NA;2;2;1;2;2;2;2
1091;2;independent;2;3;6;3;2;2;2;3;3;2;2
1092;1;Republican;2;NA;NA;NA;2;2;1;3;3;2;2
1093;2;Democrat;2;1;2;7;1;1;1;1;1;1;1
1094;2;Democrat;1;5;NA;5;NA;2;NA;1;2;1;2
1095;1;Republican;2;6;6;3;2;2;1;1;3;2;2
1096;2;Republican;2;NA;NA;NA;3;2;1;2;2;2;2
1097;2;Republican;2;7;7;4;2;2;1;1;2;1;1
1098;1;Republican;2;NA;NA;NA;2;2;1;1;3;1;1
1099;1;Republican;2;NA;NA;NA;3;1;2;3;3;1;3
1100;2;Republican;1;NA;NA;NA;1;1;1;2;1;2;2
1101;1;Republican;2;5;7;1;2;3;1;2;3;3;1
1102;1;Democrat;2;NA;NA;NA;1;2;1;3;2;1;1
1103;2;Democrat;1;NA;3;NA;2;1;1;1;2;1;1
1104;1;independent;2;NA;NA;NA;2;2;1;2;2;3;2
1105;1;Democrat;2;3;7;7;1;1;1;1;1;1;1
1106;2;Democrat;1;NA;NA;NA;1;2;1;1;2;2;2
1107;1;independent;2;2;3;2;1;1;1;1;2;1;1
1108;1;Democrat;2;NA;NA;NA;1;1;1;1;3;1;1
1109;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1110;2;Democrat;2;NA;NA;NA;1;1;1;1;2;2;1
1111;2;independent;2;4;5;5;1;2;1;1;2;2;1
1112;2;independent;2;NA;NA;NA;1;1;1;1;2;1;1
1113;2;Democrat;1;1;1;NA;1;1;1;1;1;2;1
1114;2;Democrat;2;2;2;4;1;1;1;1;1;1;1
1115;2;Democrat;1;1;1;7;1;1;1;1;1;1;1
1116;2;Democrat;2;NA;1;7;1;1;1;1;1;2;1
1117;1;Democrat;1;NA;NA;NA;2;2;2;1;2;2;2
1118;2;Democrat;2;2;2;5;1;1;1;1;1;2;1
1119;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1120;2;Democrat;1;3;4;5;1;1;2;1;1;1;1
1121;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1122;2;Democrat;2;1;1;7;1;1;1;1;3;1;1
1123;2;Democrat;2;5;4;NA;1;1;1;1;3;1;1
1124;2;independent;1;4;NA;NA;1;1;1;1;1;2;1
1125;1;Democrat;2;1;1;NA;1;1;3;1;1;1;1
1126;1;Democrat;1;NA;NA;NA;1;2;1;1;1;1;1
1127;1;Democrat;2;2;1;NA;1;1;1;1;1;1;1
1128;2;Democrat;2;NA;NA;NA;1;1;3;1;1;1;1
1129;1;Democrat;1;NA;3;NA;1;1;1;1;1;2;1
1130;2;Democrat;1;NA;NA;NA;1;2;1;1;2;1;1
1131;2;Republican;1;NA;NA;NA;1;1;1;1;1;1;1
1132;2;Democrat;1;1;1;7;1;2;1;1;2;2;1
1133;2;independent;1;NA;NA;NA;1;1;1;1;2;2;1
1134;1;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1135;2;Democrat;2;5;1;6;1;2;3;1;2;2;1
1136;1;Democrat;1;7;5;6;1;1;1;1;2;1;1
1137;1;independent;1;4;4;4;2;1;1;1;2;1;2
1138;2;independent;2;7;7;1;3;3;2;3;3;1;2
1139;2;Republican;2;NA;NA;NA;2;2;1;1;3;2;2
1140;1;Republican;1;NA;NA;NA;2;2;1;2;3;2;2
1141;1;Republican;1;7;7;2;3;2;3;2;3;3;2
1142;2;independent;1;1;NA;NA;1;1;1;1;2;1;1
1143;2;independent;1;7;7;NA;1;2;2;1;2;2;2
1144;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1145;2;independent;1;1;NA;7;2;2;2;1;NA;2;1
1146;2;independent;2;NA;NA;NA;2;2;1;1;3;2;1
1147;2;Democrat;2;NA;NA;NA;1;2;1;1;3;1;1
1148;1;Democrat;1;7;7;3;2;2;1;1;2;2;2
1149;2;independent;2;1;5;5;1;3;2;1;2;1;1
1150;2;Democrat;1;NA;NA;NA;2;1;1;1;2;2;1
1151;2;Democrat;2;NA;NA;NA;2;1;1;1;2;1;1
1152;2;Republican;1;1;7;7;1;2;1;1;2;2;1
1153;2;independent;2;NA;NA;NA;1;1;3;1;1;1;1
1154;1;independent;1;3;1;1;1;2;3;2;2;1;2
1155;2;Democrat;2;6;2;NA;1;1;1;1;2;1;1
1156;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1157;2;Democrat;1;NA;4;4;2;1;1;2;1;1;1
1158;2;independent;2;4;2;6;1;1;1;1;2;1;1
1159;2;independent;1;NA;NA;NA;1;1;2;1;1;2;1
1160;2;Democrat;2;2;2;6;1;1;1;2;2;1;2
1161;2;Republican;2;5;5;3;2;1;2;1;3;3;1
1162;2;Democrat;2;NA;NA;NA;1;1;2;1;2;1;1
1163;2;independent;2;NA;NA;NA;1;1;1;1;3;1;1
1164;2;independent;2;NA;NA;NA;1;1;1;1;3;1;1
1165;2;Democrat;2;2;3;5;1;1;2;1;1;1;1
1166;2;independent;2;4;6;2;2;2;2;2;2;2;1
1167;2;Democrat;1;NA;NA;NA;1;1;1;1;3;1;1
1168;2;Democrat;2;5;3;4;2;1;1;1;2;1;2
1169;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1170;2;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
1171;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;3
1172;2;Democrat;1;7;1;7;1;1;1;1;1;1;1
1173;2;independent;1;3;2;2;1;NA;1;NA;2;1;1
1174;1;Democrat;2;NA;2;5;1;1;1;1;2;1;1
1175;2;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
1176;1;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1177;1;Republican;2;4;4;1;2;3;3;1;2;2;2
1178;1;independent;2;NA;NA;NA;1;1;3;1;NA;1;1
1179;1;Democrat;1;NA;NA;NA;3;1;3;1;3;1;1
1180;2;Democrat;2;3;2;6;1;1;1;1;2;2;2
1181;2;Democrat;2;1;1;NA;1;1;1;1;2;1;1
1182;2;Democrat;1;NA;NA;NA;1;1;1;1;NA;1;1
1183;2;Democrat;1;2;3;6;1;1;NA;1;1;2;1
1184;2;Democrat;1;4;1;NA;1;1;1;1;2;NA;1
1185;1;independent;2;4;3;NA;1;2;1;1;2;1;1
1186;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1187;2;Democrat;1;NA;NA;NA;2;1;1;1;2;2;2
1188;2;Democrat;2;3;2;7;1;1;2;1;1;1;1
1189;2;Democrat;1;NA;NA;NA;1;1;1;1;3;1;1
1190;2;Democrat;2;NA;NA;NA;1;1;1;1;3;1;1
1191;1;Democrat;1;NA;NA;NA;1;1;1;1;3;2;1
1192;2;independent;1;NA;NA;NA;1;2;2;2;2;2;1
1193;2;independent;2;4;4;4;2;2;1;1;3;1;1
1194;1;independent;1;1;NA;7;1;1;1;1;1;1;1
1195;1;independent;1;NA;NA;NA;1;1;1;1;1;2;1
1196;1;Republican;1;7;NA;4;2;2;2;2;2;3;1
1197;2;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
1198;1;Democrat;1;4;4;1;1;1;1;1;2;1;1
1199;1;Democrat;1;NA;NA;NA;2;3;1;1;1;1;2
1200;2;independent;1;NA;NA;NA;2;2;1;2;2;2;1
1201;2;Republican;1;NA;NA;NA;2;2;1;1;2;2;1
1202;2;Republican;2;NA;NA;NA;2;2;1;2;2;2;2
1203;1;Democrat;2;5;6;4;2;1;1;1;2;1;1
1204;1;Democrat;2;NA;NA;NA;1;2;3;1;2;1;1
1205;1;Republican;1;6;NA;2;2;2;1;2;2;1;1
1206;2;Democrat;1;4;NA;NA;1;1;1;1;1;1;1
1207;1;Democrat;2;NA;NA;NA;1;1;1;1;2;1;2
1208;1;independent;2;7;7;1;3;3;3;1;3;3;3
1209;1;Republican;2;NA;NA;NA;1;1;1;1;1;3;1
1210;1;independent;2;NA;NA;NA;2;2;2;2;2;2;2
1211;1;Republican;2;NA;NA;NA;2;2;2;1;3;1;2
1212;2;Republican;2;6;7;2;3;2;1;1;2;1;1
1213;1;Republican;2;NA;NA;NA;1;2;1;1;3;1;1
1214;1;Republican;2;5;5;5;2;2;2;2;2;2;2
1215;2;Republican;2;NA;NA;NA;2;2;2;2;2;1;2
1216;1;Republican;2;6;5;3;1;3;1;3;2;2;1
1217;2;Republican;2;NA;NA;NA;1;2;2;1;2;1;1
1218;1;independent;2;NA;4;4;2;2;1;1;2;1;2
1219;1;Democrat;1;NA;NA;NA;2;2;1;1;2;1;1
1220;2;Democrat;2;NA;NA;NA;1;1;1;2;2;1;1
1221;1;independent;2;NA;NA;NA;1;2;2;1;3;2;1
1222;2;independent;2;2;NA;5;1;1;2;1;3;1;2
1223;1;independent;1;4;NA;NA;3;2;1;1;3;3;1
1224;2;independent;1;NA;NA;NA;1;1;1;1;1;1;2
1225;1;independent;2;NA;NA;NA;3;2;2;1;3;1;2
1226;2;Republican;2;NA;NA;NA;1;2;2;1;2;1;1
1227;2;independent;2;1;4;4;1;1;1;1;1;NA;1
1228;2;independent;2;5;4;7;2;1;2;1;1;2;1
1229;1;Republican;2;7;5;4;2;2;2;1;2;2;1
1230;2;Democrat;2;NA;NA;NA;NA;NA;1;1;NA;1;1
1231;2;Republican;2;5;6;3;1;1;1;1;2;2;1
1232;1;independent;1;2;6;5;2;2;2;2;2;2;2
1233;2;Republican;2;3;6;3;1;2;2;1;1;2;2
1234;2;Republican;1;NA;NA;NA;2;3;2;2;3;3;2
1235;1;Republican;2;NA;NA;NA;2;1;1;1;2;2;2
1236;2;Republican;1;NA;NA;5;2;1;1;1;2;1;2
1237;2;independent;1;5;NA;NA;NA;2;2;2;2;1;2
1238;1;independent;1;NA;NA;NA;3;3;2;2;3;3;3
1239;2;Republican;2;NA;NA;NA;2;3;2;3;3;1;NA
1240;1;independent;1;NA;NA;NA;2;2;2;1;2;1;1
1241;1;independent;2;NA;NA;NA;1;1;1;2;1;1;1
1242;2;independent;1;NA;NA;NA;2;NA;NA;NA;NA;2;2
1243;2;Republican;1;3;NA;5;2;2;2;2;2;2;2
1244;2;Republican;1;NA;NA;NA;2;2;3;2;2;2;2
1245;1;Republican;2;NA;7;6;1;2;2;1;1;1;2
1246;1;independent;1;3;3;5;1;1;2;1;1;2;1
1247;2;Republican;2;5;NA;5;1;2;2;1;3;1;1
1248;1;Republican;2;3;6;5;2;2;2;1;2;3;2
1249;2;Republican;2;NA;NA;NA;2;2;2;1;3;3;1
1250;1;Democrat;2;NA;NA;NA;2;1;2;1;1;1;1
1251;1;Republican;1;NA;NA;NA;2;2;2;2;3;3;2
1252;2;Republican;2;4;5;1;3;NA;NA;3;3;3;NA
1253;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1254;1;independent;2;2;3;4;1;1;2;2;3;1;2
1255;1;Democrat;2;NA;NA;NA;1;2;2;1;2;1;1
1256;2;Republican;1;NA;NA;NA;1;2;1;2;2;3;1
1257;2;independent;2;NA;NA;NA;1;1;2;1;1;1;NA
1258;1;independent;1;NA;NA;NA;1;1;1;1;2;1;2
1259;1;Republican;2;7;5;2;2;1;2;2;2;2;2
1260;1;independent;2;NA;NA;NA;2;1;1;1;3;1;1
1261;2;Republican;2;NA;NA;NA;2;2;1;2;2;2;2
1262;2;Republican;2;NA;NA;NA;2;1;2;1;3;1;1
1263;2;Democrat;2;NA;NA;NA;1;2;1;1;2;1;1
1264;1;independent;1;2;3;3;2;1;1;1;3;1;1
1265;1;Republican;2;4;6;3;2;2;2;1;3;2;2
1266;1;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
1267;2;independent;1;NA;NA;NA;NA;NA;2;2;NA;2;1
1268;1;Republican;2;5;3;3;1;1;2;1;2;1;1
1269;2;Democrat;2;3;5;5;2;2;1;2;2;2;1
1270;2;Democrat;2;1;6;6;1;2;1;1;3;1;1
1271;2;Democrat;2;2;4;6;1;1;1;1;2;1;2
1272;1;independent;2;6;4;NA;2;2;2;2;2;1;2
1273;2;Republican;2;NA;NA;NA;1;1;2;2;2;1;1
1274;1;Republican;2;NA;NA;NA;3;3;1;3;3;NA;3
1275;2;independent;2;NA;NA;NA;1;2;2;1;2;2;1
1276;2;Republican;2;NA;NA;NA;1;2;2;1;2;1;1
1277;1;independent;2;2;2;5;1;1;1;1;1;1;1
1278;2;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
1279;2;independent;2;NA;NA;NA;1;1;3;1;1;1;1
1280;2;Republican;2;NA;NA;NA;1;2;2;2;2;2;1
1281;2;Democrat;1;4;4;5;2;1;1;2;2;2;2
1282;1;Democrat;1;NA;NA;NA;1;1;1;1;2;3;1
1283;1;Democrat;2;1;5;NA;1;1;2;1;2;1;1
1284;1;Democrat;1;NA;NA;NA;1;1;2;1;2;2;1
1285;2;independent;1;1;4;4;1;1;1;1;2;2;1
1286;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1287;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1288;2;Democrat;2;4;2;4;1;2;1;1;2;1;1
1289;1;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1290;2;Democrat;2;2;4;4;1;1;2;1;2;1;1
1291;2;Republican;2;NA;NA;NA;2;2;2;1;2;2;1
1292;1;Democrat;1;4;1;4;1;1;1;2;2;1;3
1293;2;independent;1;NA;NA;NA;1;1;1;1;1;2;1
1294;1;Republican;2;NA;NA;NA;2;2;2;NA;3;2;2
1295;1;independent;1;7;7;4;2;1;1;1;2;1;1
1296;2;independent;1;NA;NA;NA;1;1;1;1;1;1;2
1297;2;Democrat;1;NA;NA;NA;1;1;1;2;2;1;1
1298;2;Democrat;1;NA;NA;NA;NA;1;1;NA;NA;NA;1
